freq,unit,coicop,geo,time,value
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2019-03-01,3.1
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2019-04-01,3.1
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2019-05-01,3.0
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2019-06-01,3.2
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2019-07-01,3.6
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2019-08-01,3.7
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2019-09-01,2.8
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2019-10-01,2.5
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2019-11-01,3.5
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2019-12-01,3.5
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-01-01,3.3
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-02-01,3.1
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-03-01,3.2
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-04-01,4.8
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-05-01,4.7
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-06-01,3.8
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-07-01,2.5
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-08-01,2.3
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-09-01,2.3
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-10-01,2.8
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-11-01,3.2
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2020-12-01,2.3
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-01-01,2.3
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-02-01,2.2
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-03-01,1.5
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-04-01,0.4
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-05-01,0.4
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-06-01,0.5
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-07-01,1.4
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-08-01,1.8
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-09-01,1.5
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-10-01,1.2
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-11-01,0.4
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2021-12-01,1.2
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-01-01,1.3
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-02-01,1.8
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-03-01,2.6
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-04-01,3.4
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-05-01,3.8
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-06-01,5.1
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-07-01,6.0
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-08-01,7.0
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-09-01,8.8
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-10-01,10.6
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-11-01,10.7
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2022-12-01,10.7
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-01-01,11.8
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-02-01,13.2
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-03-01,15.0
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-04-01,14.3
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-05-01,13.7
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-06-01,13.2
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-07-01,12.3
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-08-01,11.0
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-09-01,9.7
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-10-01,8.0
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-11-01,7.9
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2023-12-01,7.5
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-01-01,6.8
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-02-01,5.1
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-03-01,2.7
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-04-01,2.1
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-05-01,2.1
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-06-01,1.7
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-07-01,1.4
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-08-01,1.4
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-09-01,1.3
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-10-01,1.5
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-11-01,1.1
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2024-12-01,1.0
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2025-01-01,0.7
Monthly,Annual rate of change,Food including alcohol and tobacco,France,2025-02-01,0.8
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-01-01,0.8
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-02-01,2.0
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-03-01,1.4
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-04-01,0.6
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-05-01,0.7
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-06-01,0.6
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-07-01,1.1
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-08-01,1.1
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-09-01,0.8
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-10-01,1.0
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-11-01,0.9
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2019-12-01,1.1
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-01-01,1.1
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-02-01,0.6
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-03-01,1.5
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-04-01,2.9
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-05-01,2.6
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-06-01,2.4
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-07-01,1.4
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-08-01,1.1
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-09-01,1.3
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-10-01,1.5
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-11-01,1.5
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2020-12-01,0.9
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-01-01,0.7
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-02-01,0.5
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-03-01,-0.1
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-04-01,-0.5
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-05-01,-0.6
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-06-01,-0.5
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-07-01,0.1
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-08-01,0.8
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-09-01,1.0
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-10-01,0.9
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-11-01,1.2
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2021-12-01,2.5
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-01-01,3.2
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-02-01,4.2
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-03-01,5.0
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-04-01,5.5
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-05-01,6.4
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-06-01,7.9
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-07-01,8.8
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-08-01,9.2
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-09-01,10.2
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-10-01,11.8
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-11-01,11.9
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2022-12-01,11.6
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-01-01,11.0
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-02-01,11.9
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-03-01,12.0
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-04-01,11.0
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-05-01,10.8
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-06-01,10.1
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-07-01,9.8
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-08-01,9.1
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-09-01,8.0
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-10-01,6.2
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-11-01,5.6
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2023-12-01,5.5
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-01-01,5.4
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-02-01,3.7
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-03-01,2.7
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-04-01,2.7
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-05-01,2.1
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-06-01,1.7
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-07-01,1.2
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-08-01,1.3
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-09-01,1.4
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-10-01,2.5
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-11-01,2.8
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2024-12-01,2.1
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2025-01-01,2.3
Monthly,Annual rate of change,Food including alcohol and tobacco,Italy,2025-02-01,2.6
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-01-01,0.3
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-02-01,0.4
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-03-01,0.1
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-04-01,0.2
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-05-01,0.3
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-06-01,0.3
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-07-01,0.4
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-08-01,0.3
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-09-01,0.2
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-10-01,0.3
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-11-01,0.4
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-12-01,0.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-01-01,0.3
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-02-01,0.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-03-01,0.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-04-01,0.3
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-05-01,0.2
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-06-01,0.2
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-07-01,1.6
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-08-01,-0.1
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-09-01,-0.3
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-10-01,-0.1
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-11-01,-0.3
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-12-01,-0.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-01-01,1.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-02-01,1.0
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-03-01,0.3
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-04-01,0.4
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-05-01,0.7
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-06-01,1.2
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-07-01,0.7
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-08-01,2.6
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-09-01,2.1
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-10-01,2.0
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-11-01,2.4
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-12-01,2.9
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-01-01,2.1
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-02-01,3.1
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-03-01,3.4
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-04-01,3.8
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-05-01,4.2
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-06-01,4.3
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-07-01,4.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-08-01,5.1
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-09-01,5.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-10-01,6.1
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-11-01,6.1
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-12-01,6.4
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-01-01,6.7
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-02-01,6.8
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-03-01,6.6
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-04-01,6.2
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-05-01,5.8
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-06-01,5.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-07-01,5.0
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-08-01,4.7
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-09-01,4.1
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-10-01,3.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-11-01,2.9
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-12-01,2.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-01-01,2.0
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-02-01,1.6
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-03-01,1.1
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-04-01,0.9
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-05-01,0.7
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-06-01,0.7
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-07-01,0.7
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-08-01,0.4
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-09-01,0.4
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-10-01,0.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-11-01,0.6
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-12-01,0.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2025-01-01,0.5
Monthly,Annual rate of change,Non-energy industrial goods,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2025-02-01,0.6
Monthly,Annual rate of change,Non-energy industrial goods,Germany,2019-01-01,1.2
Monthly,Annual rate of change,Non-energy industrial goods,Germany,2019-02-01,1.3
Monthly,Annual rate of change,Non-energy industrial goods,Germany,2019-03-01,0.8
Monthly,Annual rate of change,Non-energy industrial goods,Germany,2019-04-01,1.3
Monthly,Annual rate of change,Non-energy industrial goods,Germany,2019-05-01,1.4
Monthly,Annual rate of change,Non-energy industrial goods,Germany,2019-06-01,1.3
Monthly,Annual rate of change,Non-energy industrial goods,Germany,2019-07-01,1.6
Monthly,Annual rate of change,Non-energy industrial goods,Germany,2019-08-01,1.1
Monthly,Annual rate of change,Non-energy industrial goods,Germany,2019-09-01,0.9
