freq,unit,coicop,geo,time,value
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-11-01,-8.3
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-12-01,-6.9
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-01-01,-4.2
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-02-01,-1.7
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-03-01,4.3
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-04-01,10.4
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-05-01,13.1
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-06-01,12.6
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-07-01,14.3
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-08-01,15.4
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-09-01,17.6
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-10-01,23.7
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-11-01,27.5
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021-12-01,25.9
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-01-01,28.8
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-02-01,32.0
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-03-01,44.3
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-04-01,37.5
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-05-01,39.1
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-06-01,42.0
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-07-01,39.6
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-08-01,38.6
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-09-01,40.7
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-10-01,41.5
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-11-01,34.9
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022-12-01,25.5
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-01-01,18.9
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-02-01,13.7
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-03-01,-0.9
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-04-01,2.3
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-05-01,-1.8
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-06-01,-5.6
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-07-01,-6.1
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-08-01,-3.3
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-09-01,-4.6
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-10-01,-11.2
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-11-01,-11.5
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023-12-01,-6.7
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-01-01,-6.1
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-02-01,-3.7
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-03-01,-1.8
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-04-01,-0.6
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-05-01,0.3
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-06-01,0.2
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-07-01,1.2
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-08-01,-3.0
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-09-01,-6.1
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-10-01,-4.6
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-11-01,-2.0
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2024-12-01,0.1
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2025-01-01,1.9
Monthly,Annual rate of change,Energy,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2025-02-01,0.2
Monthly,Annual rate of change,Energy,Germany,2019-01-01,2.6
Monthly,Annual rate of change,Energy,Germany,2019-02-01,3.2
Monthly,Annual rate of change,Energy,Germany,2019-03-01,4.6
Monthly,Annual rate of change,Energy,Germany,2019-04-01,4.9
Monthly,Annual rate of change,Energy,Germany,2019-05-01,4.1
Monthly,Annual rate of change,Energy,Germany,2019-06-01,2.4
Monthly,Annual rate of change,Energy,Germany,2019-07-01,2.3
Monthly,Annual rate of change,Energy,Germany,2019-08-01,0.7
Monthly,Annual rate of change,Energy,Germany,2019-09-01,-1.2
Monthly,Annual rate of change,Energy,Germany,2019-10-01,-2.2
Monthly,Annual rate of change,Energy,Germany,2019-11-01,-4.0
Monthly,Annual rate of change,Energy,Germany,2019-12-01,0.1
Monthly,Annual rate of change,Energy,Germany,2020-01-01,3.3
Monthly,Annual rate of change,Energy,Germany,2020-02-01,2.2
Monthly,Annual rate of change,Energy,Germany,2020-03-01,-0.8
Monthly,Annual rate of change,Energy,Germany,2020-04-01,-5.6
Monthly,Annual rate of change,Energy,Germany,2020-05-01,-8.2
Monthly,Annual rate of change,Energy,Germany,2020-06-01,-5.9
Monthly,Annual rate of change,Energy,Germany,2020-07-01,-6.4
Monthly,Annual rate of change,Energy,Germany,2020-08-01,-6.0
Monthly,Annual rate of change,Energy,Germany,2020-09-01,-6.6
Monthly,Annual rate of change,Energy,Germany,2020-10-01,-6.6
Monthly,Annual rate of change,Energy,Germany,2020-11-01,-7.4
Monthly,Annual rate of change,Energy,Germany,2020-12-01,-6.0
Monthly,Annual rate of change,Energy,Germany,2021-01-01,-2.2
Monthly,Annual rate of change,Energy,Germany,2021-02-01,0.2
Monthly,Annual rate of change,Energy,Germany,2021-03-01,4.5
Monthly,Annual rate of change,Energy,Germany,2021-04-01,7.6
Monthly,Annual rate of change,Energy,Germany,2021-05-01,9.5
Monthly,Annual rate of change,Energy,Germany,2021-06-01,9.0
Monthly,Annual rate of change,Energy,Germany,2021-07-01,11.2
Monthly,Annual rate of change,Energy,Germany,2021-08-01,12.1
Monthly,Annual rate of change,Energy,Germany,2021-09-01,13.6
Monthly,Annual rate of change,Energy,Germany,2021-10-01,18.1
Monthly,Annual rate of change,Energy,Germany,2021-11-01,21.6
Monthly,Annual rate of change,Energy,Germany,2021-12-01,18.1
Monthly,Annual rate of change,Energy,Germany,2022-01-01,20.6
Monthly,Annual rate of change,Energy,Germany,2022-02-01,22.4
Monthly,Annual rate of change,Energy,Germany,2022-03-01,37.6
Monthly,Annual rate of change,Energy,Germany,2022-04-01,34.5
Monthly,Annual rate of change,Energy,Germany,2022-05-01,37.5
Monthly,Annual rate of change,Energy,Germany,2022-06-01,37.4
Monthly,Annual rate of change,Energy,Germany,2022-07-01,35.6
Monthly,Annual rate of change,Energy,Germany,2022-08-01,35.8
Monthly,Annual rate of change,Energy,Germany,2022-09-01,44.2
Monthly,Annual rate of change,Energy,Germany,2022-10-01,43.5
Monthly,Annual rate of change,Energy,Germany,2022-11-01,40.1
Monthly,Annual rate of change,Energy,Germany,2022-12-01,25.1
Monthly,Annual rate of change,Energy,Germany,2023-01-01,25.1
Monthly,Annual rate of change,Energy,Germany,2023-02-01,21.6
Monthly,Annual rate of change,Energy,Germany,2023-03-01,6.1
Monthly,Annual rate of change,Energy,Germany,2023-04-01,9.4
Monthly,Annual rate of change,Energy,Germany,2023-05-01,5.0
Monthly,Annual rate of change,Energy,Germany,2023-06-01,4.0
Monthly,Annual rate of change,Energy,Germany,2023-07-01,3.9
Monthly,Annual rate of change,Energy,Germany,2023-08-01,5.3
Monthly,Annual rate of change,Energy,Germany,2023-09-01,-0.8
Monthly,Annual rate of change,Energy,Germany,2023-10-01,-6.0
Monthly,Annual rate of change,Energy,Germany,2023-11-01,-7.3
Monthly,Annual rate of change,Energy,Germany,2023-12-01,3.1
Monthly,Annual rate of change,Energy,Germany,2024-01-01,-3.0
Monthly,Annual rate of change,Energy,Germany,2024-02-01,-2.6
Monthly,Annual rate of change,Energy,Germany,2024-03-01,-2.9
Monthly,Annual rate of change,Energy,Germany,2024-04-01,-1.3
Monthly,Annual rate of change,Energy,Germany,2024-05-01,-1.2
Monthly,Annual rate of change,Energy,Germany,2024-06-01,-2.2
Monthly,Annual rate of change,Energy,Germany,2024-07-01,-1.9
Monthly,Annual rate of change,Energy,Germany,2024-08-01,-5.1
Monthly,Annual rate of change,Energy,Germany,2024-09-01,-7.5
Monthly,Annual rate of change,Energy,Germany,2024-10-01,-5.4
Monthly,Annual rate of change,Energy,Germany,2024-11-01,-3.6
Monthly,Annual rate of change,Energy,Germany,2024-12-01,-1.5
Monthly,Annual rate of change,Energy,Germany,2025-01-01,-1.3
Monthly,Annual rate of change,Energy,Germany,2025-02-01,-1.2
Monthly,Annual rate of change,Energy,France,2019-01-01,2.0
Monthly,Annual rate of change,Energy,France,2019-02-01,3.3
Monthly,Annual rate of change,Energy,France,2019-03-01,5.1
Monthly,Annual rate of change,Energy,France,2019-04-01,4.8
Monthly,Annual rate of change,Energy,France,2019-05-01,3.4
Monthly,Annual rate of change,Energy,France,2019-06-01,2.4
Monthly,Annual rate of change,Energy,France,2019-07-01,0.8
Monthly,Annual rate of change,Energy,France,2019-08-01,0.7
Monthly,Annual rate of change,Energy,France,2019-09-01,0.1
Monthly,Annual rate of change,Energy,France,2019-10-01,-1.7
Monthly,Annual rate of change,Energy,France,2019-11-01,-0.7
Monthly,Annual rate of change,Energy,France,2019-12-01,2.4
Monthly,Annual rate of change,Energy,France,2020-01-01,4.2
Monthly,Annual rate of change,Energy,France,2020-02-01,0.9
Monthly,Annual rate of change,Energy,France,2020-03-01,-4.0
Monthly,Annual rate of change,Energy,France,2020-04-01,-8.5
Monthly,Annual rate of change,Energy,France,2020-05-01,-10.9
Monthly,Annual rate of change,Energy,France,2020-06-01,-9.2
Monthly,Annual rate of change,Energy,France,2020-07-01,-7.4
Monthly,Annual rate of change,Energy,France,2020-08-01,-7.1
Monthly,Annual rate of change,Energy,France,2020-09-01,-7.9
Monthly,Annual rate of change,Energy,France,2020-10-01,-7.7
Monthly,Annual rate of change,Energy,France,2020-11-01,-7.7
Monthly,Annual rate of change,Energy,France,2020-12-01,-6.9
Monthly,Annual rate of change,Energy,France,2021-01-01,-5.8
Monthly,Annual rate of change,Energy,France,2021-02-01,-1.6
Monthly,Annual rate of change,Energy,France,2021-03-01,4.6
Monthly,Annual rate of change,Energy,France,2021-04-01,8.6
Monthly,Annual rate of change,Energy,France,2021-05-01,11.5
Monthly,Annual rate of change,Energy,France,2021-06-01,10.9
Monthly,Annual rate of change,Energy,France,2021-07-01,12.3
Monthly,Annual rate of change,Energy,France,2021-08-01,12.7
Monthly,Annual rate of change,Energy,France,2021-09-01,15.0
Monthly,Annual rate of change,Energy,France,2021-10-01,20.2
Monthly,Annual rate of change,Energy,France,2021-11-01,21.9
Monthly,Annual rate of change,Energy,France,2021-12-01,19.3
Monthly,Annual rate of change,Energy,France,2022-01-01,20.5
Monthly,Annual rate of change,Energy,France,2022-02-01,22.0
Monthly,Annual rate of change,Energy,France,2022-03-01,29.8
Monthly,Annual rate of change,Energy,France,2022-04-01,27.1
Monthly,Annual rate of change,Energy,France,2022-05-01,28.8
Monthly,Annual rate of change,Energy,France,2022-06-01,33.8
Monthly,Annual rate of change,Energy,France,2022-07-01,28.9
Monthly,Annual rate of change,Energy,France,2022-08-01,23.3
Monthly,Annual rate of change,Energy,France,2022-09-01,18.8
Monthly,Annual rate of change,Energy,France,2022-10-01,20.0
Monthly,Annual rate of change,Energy,France,2022-11-01,19.0
Monthly,Annual rate of change,Energy,France,2022-12-01,15.3
Monthly,Annual rate of change,Energy,France,2023-01-01,16.4
Monthly,Annual rate of change,Energy,France,2023-02-01,14.0
Monthly,Annual rate of change,Energy,France,2023-03-01,5.2
Monthly,Annual rate of change,Energy,France,2023-04-01,7.1
Monthly,Annual rate of change,Energy,France,2023-05-01,2.1
Monthly,Annual rate of change,Energy,France,2023-06-01,-2.8
Monthly,Annual rate of change,Energy,France,2023-07-01,-3.3
Monthly,Annual rate of change,Energy,France,2023-08-01,6.9
Monthly,Annual rate of change,Energy,France,2023-09-01,11.7
Monthly,Annual rate of change,Energy,France,2023-10-01,4.9
Monthly,Annual rate of change,Energy,France,2023-11-01,2.9
Monthly,Annual rate of change,Energy,France,2023-12-01,5.5
Monthly,Annual rate of change,Energy,France,2024-01-01,1.9
Monthly,Annual rate of change,Energy,France,2024-02-01,4.4
Monthly,Annual rate of change,Energy,France,2024-03-01,3.2
Monthly,Annual rate of change,Energy,France,2024-04-01,3.7
Monthly,Annual rate of change,Energy,France,2024-05-01,5.5
Monthly,Annual rate of change,Energy,France,2024-06-01,4.6
Monthly,Annual rate of change,Energy,France,2024-07-01,8.2
Monthly,Annual rate of change,Energy,France,2024-08-01,0.4
Monthly,Annual rate of change,Energy,France,2024-09-01,-3.3
Monthly,Annual rate of change,Energy,France,2024-10-01,-1.9
Monthly,Annual rate of change,Energy,France,2024-11-01,-0.7
Monthly,Annual rate of change,Energy,France,2024-12-01,1.2
Monthly,Annual rate of change,Energy,France,2025-01-01,2.6
Monthly,Annual rate of change,Energy,France,2025-02-01,-5.6
Monthly,Annual rate of change,Energy,Italy,2019-01-01,3.8
Monthly,Annual rate of change,Energy,Italy,2019-02-01,4.2
Monthly,Annual rate of change,Energy,Italy,2019-03-01,5.6
Monthly,Annual rate of change,Energy,Italy,2019-04-01,5.0
Monthly,Annual rate of change,Energy,Italy,2019-05-01,4.5
Monthly,Annual rate of change,Energy,Italy,2019-06-01,2.6
Monthly,Annual rate of change,Energy,Italy,2019-07-01,-1.9
Monthly,Annual rate of change,Energy,Italy,2019-08-01,-2.0
Monthly,Annual rate of change,Energy,Italy,2019-09-01,-2.9
Monthly,Annual rate of change,Energy,Italy,2019-10-01,-4.8
Monthly,Annual rate of change,Energy,Italy,2019-11-01,-4.7
Monthly,Annual rate of change,Energy,Italy,2019-12-01,-2.2
Monthly,Annual rate of change,Energy,Italy,2020-01-01,-2.1
Monthly,Annual rate of change,Energy,Italy,2020-02-01,-3.4
Monthly,Annual rate of change,Energy,Italy,2020-03-01,-5.7
Monthly,Annual rate of change,Energy,Italy,2020-04-01,-9.9
Monthly,Annual rate of change,Energy,Italy,2020-05-01,-13.1
Monthly,Annual rate of change,Energy,Italy,2020-06-01,-12.5
Monthly,Annual rate of change,Energy,Italy,2020-07-01,-10.6
Monthly,Annual rate of change,Energy,Italy,2020-08-01,-10.3
Monthly,Annual rate of change,Energy,Italy,2020-09-01,-10.1
Monthly,Annual rate of change,Energy,Italy,2020-10-01,-8.9
Monthly,Annual rate of change,Energy,Italy,2020-11-01,-8.8
Monthly,Annual rate of change,Energy,Italy,2020-12-01,-8.0
Monthly,Annual rate of change,Energy,Italy,2021-01-01,-5.1
Monthly,Annual rate of change,Energy,Italy,2021-02-01,-3.2
Monthly,Annual rate of change,Energy,Italy,2021-03-01,0.3
Monthly,Annual rate of change,Energy,Italy,2021-04-01,9.8
Monthly,Annual rate of change,Energy,Italy,2021-05-01,14.1
Monthly,Annual rate of change,Energy,Italy,2021-06-01,14.4
Monthly,Annual rate of change,Energy,Italy,2021-07-01,18.9
Monthly,Annual rate of change,Energy,Italy,2021-08-01,20.0
Monthly,Annual rate of change,Energy,Italy,2021-09-01,20.5
Monthly,Annual rate of change,Energy,Italy,2021-10-01,25.3
Monthly,Annual rate of change,Energy,Italy,2021-11-01,31.2
Monthly,Annual rate of change,Energy,Italy,2021-12-01,29.6
Monthly,Annual rate of change,Energy,Italy,2022-01-01,39.1
Monthly,Annual rate of change,Energy,Italy,2022-02-01,46.5
Monthly,Annual rate of change,Energy,Italy,2022-03-01,51.5
Monthly,Annual rate of change,Energy,Italy,2022-04-01,40.0
Monthly,Annual rate of change,Energy,Italy,2022-05-01,42.9
Monthly,Annual rate of change,Energy,Italy,2022-06-01,49.1
Monthly,Annual rate of change,Energy,Italy,2022-07-01,43.4
Monthly,Annual rate of change,Energy,Italy,2022-08-01,45.4
Monthly,Annual rate of change,Energy,Italy,2022-09-01,45.0
Monthly,Annual rate of change,Energy,Italy,2022-10-01,71.7
Monthly,Annual rate of change,Energy,Italy,2022-11-01,68.1
Monthly,Annual rate of change,Energy,Italy,2022-12-01,65.1
Monthly,Annual rate of change,Energy,Italy,2023-01-01,42.8
Monthly,Annual rate of change,Energy,Italy,2023-02-01,28.2
Monthly,Annual rate of change,Energy,Italy,2023-03-01,10.7
Monthly,Annual rate of change,Energy,Italy,2023-04-01,16.4
Monthly,Annual rate of change,Energy,Italy,2023-05-01,11.5
Monthly,Annual rate of change,Energy,Italy,2023-06-01,2.0
Monthly,Annual rate of change,Energy,Italy,2023-07-01,0.6
Monthly,Annual rate of change,Energy,Italy,2023-08-01,-0.2
Monthly,Annual rate of change,Energy,Italy,2023-09-01,1.6
Monthly,Annual rate of change,Energy,Italy,2023-10-01,-19.9
Monthly,Annual rate of change,Energy,Italy,2023-11-01,-24.6
Monthly,Annual rate of change,Energy,Italy,2023-12-01,-25.0
Monthly,Annual rate of change,Energy,Italy,2024-01-01,-20.7
Monthly,Annual rate of change,Energy,Italy,2024-02-01,-17.4
Monthly,Annual rate of change,Energy,Italy,2024-03-01,-10.9
Monthly,Annual rate of change,Energy,Italy,2024-04-01,-12.2
Monthly,Annual rate of change,Energy,Italy,2024-05-01,-11.7
Monthly,Annual rate of change,Energy,Italy,2024-06-01,-8.6
Monthly,Annual rate of change,Energy,Italy,2024-07-01,-4.0
Monthly,Annual rate of change,Energy,Italy,2024-08-01,-6.2
Monthly,Annual rate of change,Energy,Italy,2024-09-01,-8.7
Monthly,Annual rate of change,Energy,Italy,2024-10-01,-9.0
Monthly,Annual rate of change,Energy,Italy,2024-11-01,-5.4
Monthly,Annual rate of change,Energy,Italy,2024-12-01,-2.7
Monthly,Annual rate of change,Energy,Italy,2025-01-01,-0.7
Monthly,Annual rate of change,Energy,Italy,2025-02-01,0.6
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-01-01,1.6
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-02-01,1.4
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-03-01,1.1
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-04-01,1.9
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-05-01,1.0
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-06-01,1.6
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-07-01,1.2
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-08-01,1.3
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-09-01,1.5
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-10-01,1.5
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-11-01,1.9
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019-12-01,1.8
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-01-01,1.5
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-02-01,1.6
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-03-01,1.3
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-04-01,1.2
Monthly,Annual rate of change,Services (overall index excluding goods),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020-05-01,1.3
