freq,indic_bt,nace_r2,s_adj,unit,geo,time,value
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2023-09-01,92.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2023-10-01,95.1
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2023-11-01,92.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2023-12-01,109.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-01-01,88.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-02-01,84.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-03-01,96.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-04-01,93.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-05-01,95.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-06-01,95.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-07-01,95.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-08-01,100.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-09-01,93.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-10-01,96.1
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-11-01,93.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2024-12-01,110.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2025-01-01,89.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2025-02-01,86.1
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Euro area – 20 countries (from 2023),2025-03-01,96.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-01-01,88.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-02-01,87.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-03-01,98.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-04-01,97.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-05-01,96.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-06-01,99.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-07-01,97.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-08-01,95.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-09-01,91.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-10-01,96.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-11-01,98.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2019-12-01,110.1
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-01-01,88.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-02-01,91.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-03-01,110.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-04-01,104.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-05-01,106.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-06-01,99.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-07-01,99.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-08-01,101.1
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-09-01,95.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-10-01,102.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-11-01,103.1
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2020-12-01,118.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-01-01,96.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-02-01,95.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-03-01,108.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-04-01,102.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-05-01,104.1
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-06-01,99.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-07-01,98.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-08-01,94.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-09-01,91.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-10-01,97.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-11-01,98.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2021-12-01,111.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-01-01,94.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-02-01,92.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-03-01,103.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-04-01,97.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-05-01,95.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-06-01,94.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-07-01,95.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-08-01,91.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-09-01,88.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-10-01,93.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-11-01,92.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2022-12-01,102.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-01-01,85.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-02-01,84.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-03-01,92.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-04-01,92.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-05-01,94.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-06-01,91.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-07-01,94.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-08-01,89.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-09-01,88.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-10-01,91.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-11-01,91.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2023-12-01,103.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-01-01,84.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-02-01,82.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-03-01,96.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-04-01,92.1
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-05-01,93.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-06-01,93.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-07-01,93.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-08-01,91.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-09-01,88.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-10-01,93.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-11-01,93.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2024-12-01,103.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2025-01-01,85.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2025-02-01,85.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",Germany,2025-03-01,96.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-01-01,86.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-02-01,80.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-03-01,90.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-04-01,91.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-05-01,92.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-06-01,92.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-07-01,84.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-08-01,106.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-09-01,88.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-10-01,92.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-11-01,89.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2019-12-01,113.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-01-01,87.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-02-01,82.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-03-01,95.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-04-01,88.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-05-01,96.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-06-01,94.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-07-01,86.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-08-01,112.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-09-01,91.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-10-01,98.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-11-01,87.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2020-12-01,121.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-01-01,92.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-02-01,86.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-03-01,98.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-04-01,101.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-05-01,101.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-06-01,97.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-07-01,89.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-08-01,115.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-09-01,96.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-10-01,99.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-11-01,96.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2021-12-01,124.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-01-01,95.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-02-01,90.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-03-01,102.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-04-01,101.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-05-01,101.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-06-01,101.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-07-01,90.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-08-01,116.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-09-01,97.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-10-01,97.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-11-01,94.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2022-12-01,117.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-01-01,92.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-02-01,86.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-03-01,96.4
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-04-01,93.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-05-01,95.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-06-01,96.1
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-07-01,86.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-08-01,111.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-09-01,94.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-10-01,96.0
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-11-01,93.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2023-12-01,115.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-01-01,91.8
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-02-01,86.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-03-01,96.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-04-01,95.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-05-01,97.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-06-01,95.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-07-01,87.5
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-08-01,114.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-09-01,94.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-10-01,97.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-11-01,95.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2024-12-01,117.6
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2025-01-01,93.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2025-02-01,87.7
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data","Index, 2021=100",France,2025-03-01,98.2
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-01-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-02-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-03-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-04-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-05-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-06-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-07-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-08-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-09-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-10-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-11-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2019-12-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2020-01-01,
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Calendar adjusted data, not seasonally adjusted data",Percentage change on previous period,Euro area – 20 countries (from 2023),2020-02-01,
