freq,stk_flow,indic_et,partner,sitc06,geo,time,value
Monthly,Imports,Trade value in million ECU/EURO,United States,Total - all products,Euro area – 20 countries (from 2023),2024-07-01,25322.3
Monthly,Imports,Trade value in million ECU/EURO,United States,Total - all products,Euro area – 20 countries (from 2023),2024-08-01,24286.3
Monthly,Imports,Trade value in million ECU/EURO,United States,Total - all products,Euro area – 20 countries (from 2023),2024-09-01,24455.7
Monthly,Imports,Trade value in million ECU/EURO,United States,Total - all products,Euro area – 20 countries (from 2023),2024-10-01,25317.6
Monthly,Imports,Trade value in million ECU/EURO,United States,Total - all products,Euro area – 20 countries (from 2023),2024-11-01,25291.7
Monthly,Imports,Trade value in million ECU/EURO,United States,Total - all products,Euro area – 20 countries (from 2023),2024-12-01,23455.8
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-01-01,27799.7
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-02-01,23234.0
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-03-01,22045.4
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-04-01,22948.1
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-05-01,24406.3
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-06-01,22613.0
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-07-01,28010.7
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-08-01,24966.1
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-09-01,26035.5
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-10-01,29083.9
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-11-01,25844.9
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2019-12-01,22712.4
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-01-01,28550.3
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-02-01,21107.6
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-03-01,19135.0
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-04-01,24696.8
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-05-01,28521.5
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-06-01,27825.3
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-07-01,29249.2
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-08-01,24937.7
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-09-01,27415.2
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-10-01,27075.4
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-11-01,28631.4
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2020-12-01,27161.4
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-01-01,28012.0
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-02-01,25911.7
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-03-01,32011.5
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-04-01,28625.8
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-05-01,28610.6
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-06-01,28921.6
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-07-01,29907.1
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-08-01,32506.7
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-09-01,35877.3
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-10-01,34499.3
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-11-01,38871.0
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2021-12-01,41410.3
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-01-01,41906.7
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-02-01,35891.3
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-03-01,43229.2
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-04-01,38878.6
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-05-01,44401.2
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-06-01,44283.2
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-07-01,41621.4
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-08-01,47254.1
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-09-01,49298.7
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-10-01,45527.1
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-11-01,44145.6
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2022-12-01,36750.1
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-01-01,39648.5
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-02-01,34611.1
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-03-01,35724.0
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-04-01,34447.6
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-05-01,37827.8
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-06-01,36448.0
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-07-01,35485.8
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-08-01,33266.8
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-09-01,34218.3
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-10-01,38231.8
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-11-01,36400.2
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2023-12-01,29348.0
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-01-01,29864.4
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-02-01,30496.1
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-03-01,34022.9
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-04-01,33082.2
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-05-01,34475.5
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-06-01,32133.2
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-07-01,37990.8
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-08-01,37354.5
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-09-01,38321.1
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-10-01,41184.4
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-11-01,37214.0
Monthly,Imports,Trade value in million ECU/EURO,China except Hong Kong,Total - all products,Euro area – 20 countries (from 2023),2024-12-01,32009.6
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-01-01,4735.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-02-01,5336.1
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-03-01,5668.6
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-04-01,5724.1
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-05-01,6149.7
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-06-01,5443.9
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-07-01,6245.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-08-01,6078.9
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-09-01,5923.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-10-01,7429.7
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-11-01,6376.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2019-12-01,5065.9
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-01-01,4942.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-02-01,5760.9
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-03-01,5809.8
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-04-01,4241.7
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-05-01,4187.2
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-06-01,5155.3
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-07-01,5525.2
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-08-01,4728.3
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-09-01,5645.6
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-10-01,5862.1
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-11-01,5712.2
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2020-12-01,5043.6
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-01-01,4423.3
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-02-01,5256.0
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-03-01,6332.0
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-04-01,5978.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-05-01,5915.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-06-01,5946.6
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-07-01,6618.0
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-08-01,5488.0
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-09-01,6093.1
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-10-01,6106.3
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-11-01,6827.8
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2021-12-01,6182.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-01-01,5616.3
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-02-01,5834.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-03-01,3181.8
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-04-01,2414.2
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-05-01,3360.3
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-06-01,3791.7
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-07-01,3448.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-08-01,3291.0
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-09-01,3421.1
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-10-01,3414.1
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-11-01,4130.5
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2022-12-01,3219.1
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-01-01,2880.3
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-02-01,2905.0
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-03-01,3523.6
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-04-01,2408.6
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-05-01,2504.7
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-06-01,2473.7
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-07-01,2350.3
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-08-01,2343.5
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-09-01,2368.5
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-10-01,2367.2
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-11-01,2644.3
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2023-12-01,2193.0
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-01-01,2062.9
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-02-01,2236.0
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-03-01,2142.3
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-04-01,2331.2
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-05-01,2065.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-06-01,1949.0
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-07-01,2433.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-08-01,2020.4
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-09-01,2098.1
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-10-01,2294.8
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-11-01,2427.5
Monthly,Exports,Trade value in million ECU/EURO,Russia,Total - all products,Euro area – 20 countries (from 2023),2024-12-01,1727.1
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-01-01,183079.3
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-02-01,185531.9
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-03-01,205261.6
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-04-01,192398.2
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-05-01,202631.6
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-06-01,188336.0
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-07-01,205993.1
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-08-01,177336.9
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-09-01,195530.0
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-10-01,218119.6
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-11-01,197860.6
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2019-12-01,185555.3
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-01-01,183470.3
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-02-01,187890.1
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-03-01,193770.1
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-04-01,134984.2
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-05-01,142303.2
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-06-01,168787.2
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-07-01,184661.4
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-08-01,155193.0
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-09-01,189327.8
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-10-01,198691.6
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-11-01,196077.1
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2020-12-01,191044.7
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-01-01,167425.8
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-02-01,184077.3
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-03-01,218905.6
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-04-01,198454.2
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-05-01,193104.9
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-06-01,209837.0
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-07-01,207214.9
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-08-01,185709.9
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-09-01,209296.0
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-10-01,213263.1
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-11-01,225073.2
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2021-12-01,218118.0
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-01-01,202190.2
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-02-01,216052.5
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-03-01,250516.7
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-04-01,223361.4
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-05-01,247833.1
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-06-01,251355.4
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-07-01,234465.0
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-08-01,230103.1
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-09-01,260482.5
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-10-01,252071.1
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-11-01,264311.8
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2022-12-01,239182.2
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2023-01-01,223468.5
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2023-02-01,233021.0
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2023-03-01,270185.9
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2023-04-01,215961.4
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2023-05-01,243165.5
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2023-06-01,253222.3
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2023-07-01,229548.3
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2023-08-01,222014.1
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2023-09-01,236195.2
Monthly,Exports,Trade value in million ECU/EURO,Extra-euro area - 20 countries (from 2023),Total - all products,Euro area – 20 countries (from 2023),2023-10-01,249187.1
